Scatter(%),Scatter_rate_sim,SS_total,LS_total,Transparent_sim,Scatter_rate_hand,Transparent_hand
,,,,,0.00139,0.001377331
,,,,,0.0014,0.001387162
,,,,,0.00141,0.001396992
,,,,,0.00142,0.001406822
,,,,,0.00143,0.00141665
,,,,,0.00144,0.001426477
,,,,,0.00145,0.001436303
,,,,,0.00146,0.001446129
,,,,,0.00147,0.001455953
,,,,,0.00148,0.001465776
,,,,,0.00149,0.001475598
,,,,,0.0015,0.00148542
,,,,,0.00151,0.00149524
,,,,,0.00152,0.001505059
,,,,,0.00153,0.001514878
,,,,,0.00154,0.001524695
,,,,,0.00155,0.001534511
,,,,,0.00156,0.001544327
,,,,,0.00157,0.001554141
,,,,,0.00158,0.001563955
,,,,,0.00159,0.001573767
,,,,,0.0016,0.001583579
,,,,,0.00161,0.001593389
,,,,,0.00162,0.001603198
,,,,,0.00163,0.001613007
,,,,,0.00164,0.001622815
,,,,,0.00165,0.001632621
,,,,,0.00166,0.001642427
,,,,,0.00167,0.001652231
,,,,,0.00168,0.001662035
,,,,,0.00169,0.001671838
,,,,,0.0017,0.001681639
,,,,,0.00171,0.00169144
,,,,,0.00172,0.00170124
,,,,,0.00173,0.001711039
,,,,,0.00174,0.001720837
,,,,,0.00175,0.001730634
,,,,,0.00176,0.00174043
,,,,,0.00177,0.001750225
,,,,,0.00178,0.001760019
,,,,,0.00179,0.001769812
,,,,,0.0018,0.001779604
,,,,,0.00181,0.001789395
,,,,,0.00182,0.001799185
,,,,,0.00183,0.001808974
,,,,,0.00184,0.001818763
,,,,,0.00185,0.00182855
,,,,,0.00186,0.001838337
,,,,,0.00187,0.001848122
,,,,,0.00188,0.001857907
,,,,,0.00189,0.00186769
,,,,,0.0019,0.001877473
,,,,,0.00191,0.001887255
,,,,,0.00192,0.001897035
,,,,,0.00193,0.001906815
,,,,,0.00194,0.001916594
,,,,,0.00195,0.001926372
,,,,,0.00196,0.001936149
,,,,,0.00197,0.001945925
,,,,,0.00198,0.0019557
,,,,,0.00199,0.001965474
,,,,,0.002,0.001975248
,,,,,0.00201,0.00198502
,,,,,0.00202,0.001994791
,,,,,0.00203,0.002004562
,,,,,0.00204,0.002014331
,,,,,0.00205,0.0020241
,,,,,0.00206,0.002033868
,,,,,0.00207,0.002043634
,,,,,0.00208,0.0020534
,,,,,0.00209,0.002063165
,,,,,0.0021,0.002072929
,,,,,0.00211,0.002082692
,,,,,0.00212,0.002092454
,,,,,0.00213,0.002102216
,,,,,0.00214,0.002111976
,,,,,0.00215,0.002121735
,,,,,0.00216,0.002131494
,,,,,0.00217,0.002141251
,,,,,0.00218,0.002151008
,,,,,0.00219,0.002160764
,,,,,0.0022,0.002170518
,,,,,0.00221,0.002180272
,,,,,0.00222,0.002190025
,,,,,0.00223,0.002199777
,,,,,0.00224,0.002209529
,,,,,0.00225,0.002219279
,,,,,0.00226,0.002229028
,,,,,0.00227,0.002238777
,,,,,0.00228,0.002248524
,,,,,0.00229,0.002258271
,,,,,0.0023,0.002268016
,,,,,0.00231,0.002277761
,,,,,0.00232,0.002287505
,,,,,0.00233,0.002297248
,,,,,0.00234,0.00230699
,,,,,0.00235,0.002316732
,,,,,0.00236,0.002326472
,,,,,0.00237,0.002336211
,,,,,0.00238,0.00234595
,,,,,0.00239,0.002355687
,,,,,0.0024,0.002365424
,,,,,0.00241,0.00237516
,,,,,0.00242,0.002384895
,,,,,0.00243,0.002394629
,,,,,0.00244,0.002404362
,,,,,0.00245,0.002414094
,,,,,0.00246,0.002423826
,,,,,0.00247,0.002433556
,,,,,0.00248,0.002443286
,,,,,0.00249,0.002453015
,,,,,0.0025,0.002462742
,,,,,0.00251,0.002472469
,,,,,0.00252,0.002482195
,,,,,0.00253,0.002491921
,,,,,0.00254,0.002501645
,,,,,0.00255,0.002511368
,,,,,0.00256,0.002521091
,,,,,0.00257,0.002530812
,,,,,0.00258,0.002540533
,,,,,0.00259,0.002550253
,,,,,0.0026,0.002559972
,,,,,0.00261,0.00256969
,,,,,0.00262,0.002579407
,,,,,0.00263,0.002589124
,,,,,0.00264,0.002598839
,,,,,0.00265,0.002608554
,,,,,0.00266,0.002618268
,,,,,0.00267,0.002627981
,,,,,0.00268,0.002637693
,,,,,0.00269,0.002647404
,,,,,0.0027,0.002657114
,,,,,0.00271,0.002666823
,,,,,0.00272,0.002676532
,,,,,0.00273,0.00268624
,,,,,0.00274,0.002695946
,,,,,0.00275,0.002705652
,,,,,0.00276,0.002715357
,,,,,0.00277,0.002725061
,,,,,0.00278,0.002734765
,,,,,0.00279,0.002744467
,,,,,0.0028,0.002754169
,,,,,0.00281,0.00276387
,,,,,0.00282,0.002773569
,,,,,0.00283,0.002783268
,,,,,0.00284,0.002792967
,,,,,0.00285,0.002802664
,,,,,0.00286,0.00281236
,,,,,0.00287,0.002822056
,,,,,0.00288,0.00283175
,,,,,0.00289,0.002841444
,,,,,0.0029,0.002851137
,,,,,0.00291,0.002860829
,,,,,0.00292,0.002870521
,,,,,0.00293,0.002880211
,,,,,0.00294,0.002889901
,,,,,0.00295,0.002899589
,,,,,0.00296,0.002909277
,,,,,0.00297,0.002918964
,,,,,0.00298,0.00292865
,,,,,0.00299,0.002938336
,,,,,0.003,0.00294802
,,,,,0.00301,0.002957704
,,,,,0.00302,0.002967387
,,,,,0.00303,0.002977069
,,,,,0.00304,0.00298675
,,,,,0.00305,0.00299643
,,,,,0.00306,0.003006109
,,,,,0.00307,0.003015788
,,,,,0.00308,0.003025466
,,,,,0.00309,0.003035142
,,,,,0.0031,0.003044818
,,,,,0.00311,0.003054494
,,,,,0.00312,0.003064168
,,,,,0.00313,0.003073841
,,,,,0.00314,0.003083514
,,,,,0.00315,0.003093186
,,,,,0.00316,0.003102857
,,,,,0.00317,0.003112527
,,,,,0.00318,0.003122196
,,,,,0.00319,0.003131865
,,,,,0.0032,0.003141532
,,,,,0.00321,0.003151199
,,,,,0.00322,0.003160865
,,,,,0.00323,0.00317053
,,,,,0.00324,0.003180194
,,,,,0.00325,0.003189858
,,,,,0.00326,0.003199521
,,,,,0.00327,0.003209182
,,,,,0.00328,0.003218843
,,,,,0.00329,0.003228503
,,,,,0.0033,0.003238163
,,,,,0.00331,0.003247821
,,,,,0.00332,0.003257479
,,,,,0.00333,0.003267136
,,,,,0.00334,0.003276792
,,,,,0.00335,0.003286447
,,,,,0.00336,0.003296101
,,,,,0.00337,0.003305755
,,,,,0.00338,0.003315407
,,,,,0.00339,0.003325059
,,,,,0.0034,0.00333471
,,,,,0.00341,0.00334436
,,,,,0.00342,0.00335401
,,,,,0.00343,0.003363658
,,,,,0.00344,0.003373306
,,,,,0.00345,0.003382953
,,,,,0.00346,0.003392599
,,,,,0.00347,0.003402244
,,,,,0.00348,0.003411889
,,,,,0.00349,0.003421533
,,,,,0.0035,0.003431175
,,,,,0.00351,0.003440817
,,,,,0.00352,0.003450459
,,,,,0.00353,0.003460099
,,,,,0.00354,0.003469739
,,,,,0.00355,0.003479377
,,,,,0.00356,0.003489015
,,,,,0.00357,0.003498652
,,,,,0.00358,0.003508289
,,,,,0.00359,0.003517924
,,,,,0.0036,0.003527559
,,,,,0.00361,0.003537193
,,,,,0.00362,0.003546826
,,,,,0.00363,0.003556458
,,,,,0.00364,0.00356609
,,,,,0.00365,0.00357572
,,,,,0.00366,0.00358535
,,,,,0.00367,0.003594979
,,,,,0.00368,0.003604607
,,,,,0.00369,0.003614235
,,,,,0.0037,0.003623861
,,,,,0.00371,0.003633487
,,,,,0.00372,0.003643112
,,,,,0.00373,0.003652736
,,,,,0.00374,0.00366236
,,,,,0.00375,0.003671982
,,,,,0.00376,0.003681604
,,,,,0.00377,0.003691225
,,,,,0.00378,0.003700845
,,,,,0.00379,0.003710465
,,,,,0.0038,0.003720083
,,,,,0.00381,0.003729701
,,,,,0.00382,0.003739318
,,,,,0.00383,0.003748934
,,,,,0.00384,0.00375855
,,,,,0.00385,0.003768164
,,,,,0.00386,0.003777778
,,,,,0.00387,0.003787391
,,,,,0.00388,0.003797003
,,,,,0.00389,0.003806614
,,,,,0.0039,0.003816225
,,,,,0.00391,0.003825835
,,,,,0.00392,0.003835444
,,,,,0.00393,0.003845052
,,,,,0.00394,0.00385466
,,,,,0.00395,0.003864266
,,,,,0.00396,0.003873872
,,,,,0.00397,0.003883477
,,,,,0.00398,0.003893081
,,,,,0.00399,0.003902685
,,,,,0.004,0.003912288
,,,,,0.00401,0.003921889
,,,,,0.00402,0.003931491
,,,,,0.00403,0.003941091
,,,,,0.00404,0.00395069
,,,,,0.00405,0.003960289
,,,,,0.00406,0.003969887
,,,,,0.00407,0.003979484
,,,,,0.00408,0.003989081
,,,,,0.00409,0.003998676
,,,,,0.0041,0.004008271
,,,,,0.00411,0.004017865
,,,,,0.00412,0.004027458
,,,,,0.00413,0.004037051
,,,,,0.00414,0.004046642
,,,,,0.00415,0.004056233
,,,,,0.00416,0.004065823
,,,,,0.00417,0.004075413
,,,,,0.00418,0.004085001
,,,,,0.00419,0.004094589
,,,,,0.0042,0.004104176
,,,,,0.00421,0.004113762
,,,,,0.00422,0.004123348
,,,,,0.00423,0.004132932
,,,,,0.00424,0.004142516
,,,,,0.00425,0.004152099
,,,,,0.00426,0.004161682
,,,,,0.00427,0.004171263
,,,,,0.00428,0.004180844
,,,,,0.00429,0.004190424
,,,,,0.0043,0.004200003
,,,,,0.00431,0.004209582
,,,,,0.00432,0.004219159
,,,,,0.00433,0.004228736
,,,,,0.00434,0.004238312
,,,,,0.00435,0.004247888
,,,,,0.00436,0.004257462
,,,,,0.00437,0.004267036
,,,,,0.00438,0.004276609
,,,,,0.00439,0.004286181
,,,,,0.0044,0.004295753
,,,,,0.00441,0.004305324
,,,,,0.00442,0.004314894
,,,,,0.00443,0.004324463
,,,,,0.00444,0.004334031
,,,,,0.00445,0.004343599
,,,,,0.00446,0.004353166
,,,,,0.00447,0.004362732
,,,,,0.00448,0.004372297
,,,,,0.00449,0.004381862
,,,,,0.0045,0.004391426
,,,,,0.00451,0.004400989
,,,,,0.00452,0.004410551
,,,,,0.00453,0.004420113
,,,,,0.00454,0.004429673
,,,,,0.00455,0.004439233
,,,,,0.00456,0.004448793
,,,,,0.00457,0.004458351
,,,,,0.00458,0.004467909
,,,,,0.00459,0.004477466
,,,,,0.0046,0.004487022
,,,,,0.00461,0.004496577
,,,,,0.00462,0.004506132
,,,,,0.00463,0.004515686
,,,,,0.00464,0.004525239
,,,,,0.00465,0.004534791
,,,,,0.00466,0.004544343
,,,,,0.00467,0.004553894
,,,,,0.00468,0.004563444
,,,,,0.00469,0.004572994
,,,,,0.0047,0.004582542
,,,,,0.00471,0.00459209
,,,,,0.00472,0.004601637
,,,,,0.00473,0.004611183
,,,,,0.00474,0.004620729
,,,,,0.00475,0.004630274
,,,,,0.00476,0.004639818
,,,,,0.00477,0.004649361
,,,,,0.00478,0.004658904
,,,,,0.00479,0.004668446
,,,,,0.0048,0.004677987
,,,,,0.00481,0.004687527
,,,,,0.00482,0.004697067
,,,,,0.00483,0.004706605
,,,,,0.00484,0.004716143
,,,,,0.00485,0.004725681
,,,,,0.00486,0.004735217
,,,,,0.00487,0.004744753
,,,,,0.00488,0.004754288
,,,,,0.00489,0.004763823
,,,,,0.0049,0.004773356
,,,,,0.00491,0.004782889
,,,,,0.00492,0.004792421
,,,,,0.00493,0.004801952
,,,,,0.00494,0.004811483
,,,,,0.00495,0.004821013
,,,,,0.00496,0.004830542
,,,,,0.00497,0.00484007
,,,,,0.00498,0.004849598
,,,,,0.00499,0.004859125
,,,,,0.005,0.004868651
,,,,,0.00501,0.004878176
,,,,,0.00502,0.004887701
,,,,,0.00503,0.004897225
,,,,,0.00504,0.004906748
,,,,,0.00505,0.00491627
,,,,,0.00506,0.004925792
,,,,,0.00507,0.004935313
,,,,,0.00508,0.004944833
,,,,,0.00509,0.004954352
,,,,,0.0051,0.004963871
,,,,,0.00511,0.004973389
,,,,,0.00512,0.004982906
,,,,,0.00513,0.004992423
,,,,,0.00514,0.005001938
,,,,,0.00515,0.005011453
,,,,,0.00516,0.005020968
,,,,,0.00517,0.005030481
,,,,,0.00518,0.005039994
,,,,,0.00519,0.005049506
,,,,,0.0052,0.005059017
,,,,,0.00521,0.005068528
,,,,,0.00522,0.005078038
,,,,,0.00523,0.005087547
,,,,,0.00524,0.005097055
,,,,,0.00525,0.005106563
,,,,,0.00526,0.00511607
,,,,,0.00527,0.005125576
,,,,,0.00528,0.005135082
,,,,,0.00529,0.005144586
,,,,,0.0053,0.00515409
,,,,,0.00531,0.005163594
,,,,,0.00532,0.005173096
,,,,,0.00533,0.005182598
,,,,,0.00534,0.005192099
,,,,,0.00535,0.005201599
,,,,,0.00536,0.005211099
,,,,,0.00537,0.005220598
,,,,,0.00538,0.005230096
,,,,,0.00539,0.005239593
,,,,,0.0054,0.00524909
,,,,,0.00541,0.005258586
,,,,,0.00542,0.005268081
,,,,,0.00543,0.005277576
,,,,,0.00544,0.00528707
,,,,,0.00545,0.005296563
,,,,,0.00546,0.005306055
,,,,,0.00547,0.005315547
,,,,,0.00548,0.005325037
,,,,,0.00549,0.005334528
,,,,,0.0055,0.005344017
,,,,,0.00551,0.005353506
,,,,,0.00552,0.005362994
,,,,,0.00553,0.005372481
,,,,,0.00554,0.005381968
,,,,,0.00555,0.005391453
,,,,,0.00556,0.005400938
,,,,,0.00557,0.005410423
,,,,,0.00558,0.005419906
,,,,,0.00559,0.005429389
,,,,,0.0056,0.005438872
,,,,,0.00561,0.005448353
,,,,,0.00562,0.005457834
,,,,,0.00563,0.005467314
,,,,,0.00564,0.005476793
,,,,,0.00565,0.005486272
,,,,,0.00566,0.00549575
,,,,,0.00567,0.005505227
,,,,,0.00568,0.005514703
,,,,,0.00569,0.005524179
,,,,,0.0057,0.005533654
,,,,,0.00571,0.005543129
,,,,,0.00572,0.005552602
,,,,,0.00573,0.005562075
,,,,,0.00574,0.005571547
,,,,,0.00575,0.005581019
,,,,,0.00576,0.005590489
,,,,,0.00577,0.005599959
,,,,,0.00578,0.005609429
,,,,,0.00579,0.005618897
,,,,,0.0058,0.005628365
,,,,,0.00581,0.005637832
,,,,,0.00582,0.005647299
,,,,,0.00583,0.005656765
,,,,,0.00584,0.00566623
,,,,,0.00585,0.005675694
,,,,,0.00586,0.005685158
,,,,,0.00587,0.00569462
,,,,,0.00588,0.005704083
,,,,,0.00589,0.005713544
,,,,,0.0059,0.005723005
,,,,,0.00591,0.005732465
,,,,,0.00592,0.005741924
,,,,,0.00593,0.005751383
,,,,,0.00594,0.005760841
,,,,,0.00595,0.005770298
,,,,,0.00596,0.005779755
,,,,,0.00597,0.00578921
,,,,,0.00598,0.005798666
,,,,,0.00599,0.00580812
,,,,,0.006,0.005817574
,,,,,0.00601,0.005827027
,,,,,0.00602,0.005836479
,,,,,0.00603,0.005845931
,,,,,0.00604,0.005855381
,,,,,0.00605,0.005864832
,,,,,0.00606,0.005874281
,,,,,0.00607,0.00588373
,,,,,0.00608,0.005893178
,,,,,0.00609,0.005902625
,,,,,0.0061,0.005912072
,,,,,0.00611,0.005921518
,,,,,0.00612,0.005930963
,,,,,0.00613,0.005940408
,,,,,0.00614,0.005949851
,,,,,0.00615,0.005959295
,,,,,0.00616,0.005968737
,,,,,0.00617,0.005978179
,,,,,0.00618,0.00598762
,,,,,0.00619,0.00599706
,,,,,0.0062,0.0060065
,,,,,0.00621,0.006015939
,,,,,0.00622,0.006025377
,,,,,0.00623,0.006034815
,,,,,0.00624,0.006044251
,,,,,0.00625,0.006053688
,,,,,0.00626,0.006063123
,,,,,0.00627,0.006072558
,,,,,0.00628,0.006081992
,,,,,0.00629,0.006091425
,,,,,0.0063,0.006100858
,,,,,0.00631,0.00611029
,,,,,0.00632,0.006119721
,,,,,0.00633,0.006129152
,,,,,0.00634,0.006138582
,,,,,0.00635,0.006148011
,,,,,0.00636,0.006157439
,,,,,0.00637,0.006166867
,,,,,0.00638,0.006176294
,,,,,0.00639,0.006185721
,,,,,0.0064,0.006195146
,,,,,0.00641,0.006204571
,,,,,0.00642,0.006213996
,,,,,0.00643,0.006223419
,,,,,0.00644,0.006232842
,,,,,0.00645,0.006242265
,,,,,0.00646,0.006251686
,,,,,0.00647,0.006261107
,,,,,0.00648,0.006270527
,,,,,0.00649,0.006279947
,,,,,0.0065,0.006289365
,,,,,0.00651,0.006298784
,,,,,0.00652,0.006308201
,,,,,0.00653,0.006317618
,,,,,0.00654,0.006327034
,,,,,0.00655,0.006336449
,,,,,0.00656,0.006345864
,,,,,0.00657,0.006355278
,,,,,0.00658,0.006364691
,,,,,0.00659,0.006374104
,,,,,0.0066,0.006383516
,,,,,0.00661,0.006392927
,,,,,0.00662,0.006402338
,,,,,0.00663,0.006411747
,,,,,0.00664,0.006421157
,,,,,0.00665,0.006430565
,,,,,0.00666,0.006439973
,,,,,0.00667,0.00644938
,,,,,0.00668,0.006458787
,,,,,0.00669,0.006468192
,,,,,0.0067,0.006477597
,,,,,0.00671,0.006487002
,,,,,0.00672,0.006496405
,,,,,0.00673,0.006505809
,,,,,0.00674,0.006515211
,,,,,0.00675,0.006524613
,,,,,0.00676,0.006534014
,,,,,0.00677,0.006543414
,,,,,0.00678,0.006552813
,,,,,0.00679,0.006562212
,,,,,0.0068,0.006571611
,,,,,0.00681,0.006581008
,,,,,0.00682,0.006590405
,,,,,0.00683,0.006599801
,,,,,0.00684,0.006609197
,,,,,0.00685,0.006618592
,,,,,0.00686,0.006627986
,,,,,0.00687,0.00663738
,,,,,0.00688,0.006646772
,,,,,0.00689,0.006656165
,,,,,0.0069,0.006665556
,,,,,0.00691,0.006674947
,,,,,0.00692,0.006684337
,,,,,0.00693,0.006693726
,,,,,0.00694,0.006703115
,,,,,0.00695,0.006712503
,,,,,0.00696,0.006721891
,,,,,0.00697,0.006731277
,,,,,0.00698,0.006740663
,,,,,0.00699,0.006750049
,,,,,0.007,0.006759434
,,,,,0.00701,0.006768818
,,,,,0.00702,0.006778201
,,,,,0.00703,0.006787584
,,,,,0.00704,0.006796966
,,,,,0.00705,0.006806347
,,,,,0.00706,0.006815728
,,,,,0.00707,0.006825108
,,,,,0.00708,0.006834487
,,,,,0.00709,0.006843866
,,,,,0.0071,0.006853244
,,,,,0.00711,0.006862621
,,,,,0.00712,0.006871998
,,,,,0.00713,0.006881374
,,,,,0.00714,0.006890749
,,,,,0.00715,0.006900124
,,,,,0.00716,0.006909498
,,,,,0.00717,0.006918871
,,,,,0.00718,0.006928244
,,,,,0.00719,0.006937616
,,,,,0.0072,0.006946987
,,,,,0.00721,0.006956357
,,,,,0.00722,0.006965727
,,,,,0.00723,0.006975097
,,,,,0.00724,0.006984465
,,,,,0.00725,0.006993833
,,,,,0.00726,0.007003201
,,,,,0.00727,0.007012567
,,,,,0.00728,0.007021933
,,,,,0.00729,0.007031298
,,,,,0.0073,0.007040663
,,,,,0.00731,0.007050027
,,,,,0.00732,0.00705939
,,,,,0.00733,0.007068753
,,,,,0.00734,0.007078115
,,,,,0.00735,0.007087476
,,,,,0.00736,0.007096837
,,,,,0.00737,0.007106197
,,,,,0.00738,0.007115556
,,,,,0.00739,0.007124915
,,,,,0.0074,0.007134273
,,,,,0.00741,0.00714363
,,,,,0.00742,0.007152987
,,,,,0.00743,0.007162343
,,,,,0.00744,0.007171698
,,,,,0.00745,0.007181053
,,,,,0.00746,0.007190407
,,,,,0.00747,0.00719976
,,,,,0.00748,0.007209113
,,,,,0.00749,0.007218465
,,,,,0.0075,0.007227816
,,,,,0.00751,0.007237167
,,,,,0.00752,0.007246517
,,,,,0.00753,0.007255866
,,,,,0.00754,0.007265215
,,,,,0.00755,0.007274563
,,,,,0.00756,0.00728391
,,,,,0.00757,0.007293257
,,,,,0.00758,0.007302603
,,,,,0.00759,0.007311949
,,,,,0.0076,0.007321293
,,,,,0.00761,0.007330638
,,,,,0.00762,0.007339981
,,,,,0.00763,0.007349324
,,,,,0.00764,0.007358666
,,,,,0.00765,0.007368008
,,,,,0.00766,0.007377348
,,,,,0.00767,0.007386689
,,,,,0.00768,0.007396028
,,,,,0.00769,0.007405367
,,,,,0.0077,0.007414705
,,,,,0.00771,0.007424043
,,,,,0.00772,0.00743338
,,,,,0.00773,0.007442716
,,,,,0.00774,0.007452051
,,,,,0.00775,0.007461386
,,,,,0.00776,0.007470721
,,,,,0.00777,0.007480054
,,,,,0.00778,0.007489387
,,,,,0.00779,0.00749872
,,,,,0.0078,0.007508051
,,,,,0.00781,0.007517382
,,,,,0.00782,0.007526713
,,,,,0.00783,0.007536042
,,,,,0.00784,0.007545372
,,,,,0.00785,0.0075547
,,,,,0.00786,0.007564028
,,,,,0.00787,0.007573355
,,,,,0.00788,0.007582681
,,,,,0.00789,0.007592007
,,,,,0.0079,0.007601332
,,,,,0.00791,0.007610657
,,,,,0.00792,0.007619981
,,,,,0.00793,0.007629304
,,,,,0.00794,0.007638627
,,,,,0.00795,0.007647948
,,,,,0.00796,0.00765727
,,,,,0.00797,0.00766659
,,,,,0.00798,0.00767591
,,,,,0.00799,0.00768523
,,,,,0.008,0.007694548
,,,,,0.00801,0.007703866
,,,,,0.00802,0.007713184
,,,,,0.00803,0.007722501
,,,,,0.00804,0.007731817
,,,,,0.00805,0.007741132
,,,,,0.00806,0.007750447
,,,,,0.00807,0.007759761
,,,,,0.00808,0.007769075
,,,,,0.00809,0.007778388
,,,,,0.0081,0.0077877
,,,,,0.00811,0.007797011
,,,,,0.00812,0.007806322
,,,,,0.00813,0.007815633
,,,,,0.00814,0.007824942
,,,,,0.00815,0.007834251
,,,,,0.00816,0.00784356
,,,,,0.00817,0.007852867
,,,,,0.00818,0.007862174
,,,,,0.00819,0.007871481
,,,,,0.0082,0.007880787
,,,,,0.00821,0.007890092
,,,,,0.00822,0.007899396
,,,,,0.00823,0.0079087
,,,,,0.00824,0.007918003
,,,,,0.00825,0.007927306
,,,,,0.00826,0.007936608
,,,,,0.00827,0.007945909
,,,,,0.00828,0.00795521
,,,,,0.00829,0.00796451
,,,,,0.0083,0.007973809
,,,,,0.00831,0.007983108
,,,,,0.00832,0.007992406
,,,,,0.00833,0.008001704
,,,,,0.00834,0.008011001
,,,,,0.00835,0.008020297
