# Reflectance, Transmittance
0.0,0.0
1e-05,9.998848762526379e-06
2e-05,1.999567247273778e-05
3e-05,2.9990628308717103e-05
4e-05,3.9983800041118925e-05
5e-05,4.99752462063531e-05
6e-05,5.9965011965013005e-05
7e-05,6.995313412823518e-05
8e-05,7.993964378349026e-05
9e-05,8.992456784481574e-05
0.0001,9.990793004623526e-05
0.00011,0.00010988975161720975
0.00012,0.00011987005176303276
0.00013,0.0001298488480188167
0.00014,0.00013982615651791577
0.00015,0.00014980199220034255
0.00016,0.00015977636897784582
0.00017,0.00016974929986690346
0.00018,0.00017972079709744146
0.00019,0.00018969087220285972
0.0002,0.00019965953609541636
0.00021,0.00020962679912998967
0.00022,0.00021959267115848464
0.00023,0.00022955716157664038
0.00024,0.00023952027936458134
0.00025,0.000249482033122187
0.00026,0.0002594424311001275
0.00027,0.00026940148122723867
0.00028,0.00027935919113480175
0.00029,0.0002893155681781678
0.0003,0.0002992706194561057
0.00031,0.000309224351828185
0.00032,0.00031917677193044037
0.00033,0.0003291278861895535
0.00034,0.0003390777008357177
0.00035,0.000349026221914354
0.00036,0.0003589734552968082
0.00037,0.0003689194066901444
0.00038,0.00037886408164613
0.00039,0.00038880748556950677
0.0004,0.0003987496237256168
0.00041,0.000408690501247445
0.00042,0.0004186301231421443
0.00043,0.0004285684942970905
0.00044,0.00043850561948550413
0.00045,0.0004484415033716919
0.00046,0.00045837615051592755
0.00047,0.00046830956537901827
0.00048,0.0004782417523265712
0.00049,0.00048817271563299393
0.0005,0.0004981024594852457
0.00051,0.000508030987986362
0.00052,0.0005179583051587726
0.00053,0.0005278844149474189
0.00054,0.0005378093212227048
0.00055,0.0005477330277832698
0.00056,0.0005576555383586227
0.00057,0.0005675768566116158
0.00058,0.0005774969861408098
0.00059,0.0005874159304826941
0.0006,0.0005973336931138084
0.00061,0.0006072502774527508
0.00062,0.0006171656868620837
0.00063,0.0006270799246501593
0.00064,0.0006369929940728395
0.00065,0.0006469048983351499
0.00066,0.0006568156405928514
0.00067,0.0006667252239539351
0.00068,0.0006766336514800584
0.00069,0.0006865409261879144
0.0007,0.0006964470510505351
0.00071,0.0007063520289985494
0.00072,0.000716255862921378
0.00073,0.0007261585556683849
0.00074,0.0007360601100499766
0.00075,0.0007459605288386576
0.00076,0.0007558598147700508
0.00077,0.0007657579705438603
0.00078,0.000775654998824818
0.00079,0.0007855509022435738
0.0008,0.0007954456833975687
0.00081,0.0008053393448518578
0.00082,0.000815231889139924
0.00083,0.0008251233187644369
0.00084,0.0008350136361980078
0.00085,0.0008449028438838998
0.00086,0.0008547909442367227
0.00087,0.0008646779396430996
0.00088,0.0008745638324623131
0.00089,0.0008844486250269259
0.0009,0.0008943323196433823
0.00091,0.000904214918592593
0.00092,0.0009140964241304886
0.00093,0.0009239768384885745
0.00094,0.0009338561638744482
0.00095,0.0009437344024723119
0.00096,0.0009536115564434662
0.00097,0.000963487627926784
0.00098,0.0009733626190391801
0.00099,0.0009832365318760516
0.001,0.0009931093685117197
0.00101,0.0010029811309998466
0.00102,0.0010128518213738474
0.00103,0.0010227214416472878
0.00104,0.0010325899938142691
0.00105,0.001042457479849799
0.00106,0.0010523239017101612
0.00107,0.0010621892613332626
0.00108,0.0010720535606389874
0.00109,0.0010819168015295151
0.0011,0.0010917789858896588
0.00111,0.0011016401155871762
0.00112,0.0011115001924730727
0.00113,0.001121359218381909
0.00114,0.0011312171951320862
0.00115,0.0011410741245261274
0.00116,0.0011509300083509622
0.00117,0.0011607848483781843
0.00118,0.001170638646364321
0.00119,0.0011804914040510883
0.0012,0.0011903431231656376
0.00121,0.0012001938054207954
0.00122,0.001210043452515306
0.00123,0.0012198920661340576
0.00124,0.0012297396479483103
0.00125,0.0012395861996159112
0.00126,0.0012494317227815163
0.00127,0.0012592762190767907
0.00128,0.0012691196901206182
0.00129,0.001278962137519304
0.0013,0.0012888035628667602
0.00131,0.0012986439677447022
0.00132,0.0013084833537228386
0.00133,0.0013183217223590397
0.00134,0.0013281590751995332
0.00135,0.0013379954137790584
0.00136,0.0013478307396210519
0.00137,0.0013576650542378044
0.00138,0.0013674983591306297
0.00139,0.0013773306557900184
0.0014,0.0013871619456957893
0.00141,0.0013969922303172552
0.00142,0.001406821511113359
0.00143,0.0014166497895328248
0.00144,0.0014264770670142986
0.00145,0.0014363033449864915
0.00146,0.0014461286248683123
0.00147,0.0014559529080690047
0.00148,0.0014657761959882727
0.00149,0.0014755984900164157
0.0015,0.0014854197915344564
0.00151,0.0014952401019142558
0.00152,0.0015050594225186357
0.00153,0.0015148777547015046
0.00154,0.0015246950998079678
0.00155,0.0015345114591744447
0.00156,0.0015443268341287736
0.00157,0.0015541412259903347
0.00158,0.0015639546360701419
0.00159,0.0015737670656709585
0.0016,0.0015835785160874028
0.00161,0.0015933889886060358
0.00162,0.001603198484505479
0.00163,0.0016130070050564998
0.00164,0.00162281455152211
0.00165,0.0016326211251576621
0.00166,0.0016424267272109397
0.00167,0.0016522313589222533
0.00168,0.001662035021524523
0.00169,0.0016718377162433713
0.0017,0.0016816394442972019
0.00171,0.0016914402068972955
0.00172,0.0017012400052478828
0.00173,0.001711038840546231
0.00174,0.0017208367139827253
0.00175,0.0017306336267409405
0.00176,0.0017404295799977314
0.00177,0.0017502245749232937
0.00178,0.0017600186126812511
0.00179,0.0017698116944287194
0.0018,0.0017796038213163915
0.00181,0.0017893949944885925
0.00182,0.0017991852150833637
0.00183,0.0018089744842325205
0.00184,0.001818762803061733
0.00185,0.0018285501726905773
0.00186,0.0018383365942326116
0.00187,0.0018481220687954396
0.00188,0.0018579065974807735
0.00189,0.0018676901813844864
0.0019,0.0018774728215966957
0.00191,0.0018872545192017975
0.00192,0.0018970352752785465
0.00193,0.001906815090900105
0.00194,0.0019165939671341046
0.00195,0.0019263719050426993
0.00196,0.0019361489056826226
0.00197,0.0019459249701052434
0.00198,0.00195570009935662
0.00199,0.0019654742944775565
0.002,0.0019752475565036486
0.00201,0.0019850198864653414
0.00202,0.0019947912853879785
0.00203,0.002004561754291849
0.00204,0.0020143312941922433
0.00205,0.0020240999060994985
0.00206,0.0020338675910190444
0.00207,0.002043634349951457
0.00208,0.0020534001838924975
0.00209,0.0020631650938331683
0.0021,0.0020729290807597416
0.00211,0.0020826921456538277
0.00212,0.0020924542894923993
0.00213,0.002102215513247843
0.00214,0.002111975817887997
0.00215,0.002121735204376207
0.00216,0.0021314936736713504
0.00217,0.00214125122672789
0.00218,0.0021510078644959084
0.00219,0.0021607635879211484
0.0022,0.002170518397945057
0.00221,0.0021802722955048142
0.00222,0.002190025281533383
0.00223,0.0021997773569595457
0.00224,0.00220952852270793
0.00225,0.002219278779699058
0.00226,0.0022290281288493783
0.00227,0.0022387765710712984
0.00228,0.002248524107273231
0.00229,0.0022582707383596128
0.0023,0.0022680164652309504
0.00231,0.002277761288783851
0.00232,0.0022875052099110642
0.00233,0.002297248229501493
0.00234,0.0023069903484402546
0.00235,0.00231673156760869
0.00236,0.0023264718878844093
0.00237,0.0023362113101413145
0.00238,0.0023459498352496407
0.00239,0.0023556874640759794
0.0024,0.0023654241974833063
0.00241,0.0023751600363310175
0.00242,0.0023848949814749597
0.00243,0.002394629033767454
0.00244,0.002404362194057327
0.00245,0.002414094463189942
0.00246,0.00242382584200722
0.00247,0.002433556331347675
0.00248,0.0024432859320464434
0.00249,0.002453014644935295
0.0025,0.0024627424708426847
0.00251,0.0024724694105937505
0.00252,0.0024821954650103726
0.00253,0.0024919206349111643
0.00254,0.002501644921111524
0.00255,0.002511368324423652
0.00256,0.0025210908456565627
0.00257,0.0025308124856161358
0.00258,0.0025405332451051196
0.00259,0.0025502531249231557
0.0026,0.0025599721258668167
0.00261,0.002569690248729622
0.00262,0.0025794074943020513
0.00263,0.002589123863371583
0.00264,0.0025988393567227125
0.00265,0.0026085539751369664
0.00266,0.002618267719392941
0.00267,0.0026279805902663057
0.00268,0.002637692588529835
0.00269,0.0026474037149534302
0.0027,0.002657113970304141
0.00271,0.0026668233553461818
0.00272,0.002676531870840955
0.00273,0.0026862395175470673
0.00274,0.002695946296220367
0.00275,0.0027056522076139428
0.00276,0.002715357252478149
0.00277,0.0027250614315606357
0.00278,0.002734764745606354
0.00279,0.0027444671953575934
0.0028,0.0027541687815539786
0.00281,0.0027638695049325033
0.00282,0.0027735693662275453
0.00283,0.002783268366170887
0.00284,0.0027929665054917297
0.00285,0.002802663784916712
0.00286,0.0028123602051699286
0.00287,0.002822055766972949
0.00288,0.0028317504710448347
0.00289,0.002841444318102158
0.0029,0.002851137308859012
0.00291,0.0028608294440270387
0.00292,0.002870520724315437
0.00293,0.0028802111504309816
0.00294,0.002889900723078043
0.00295,0.0028995894429585914
0.00296,0.0029092773107722357
0.00297,0.0029189643272162186
0.00298,0.002928650492985436
0.00299,0.002938335808772464
0.003,0.002948020275267563
0.00301,0.0029577038931586958
0.00302,0.002967386663131548
0.00303,0.002977068585869528
0.00304,0.00298674966205381
0.00305,0.002996429892363309
0.00306,0.00300610927747474
0.00307,0.0030157878180625927
0.00308,0.0030254655147991727
0.00309,0.003035142368354606
0.0031,0.0030448183793968463
0.00311,0.003054493548591695
0.00312,0.0030641678766028316
0.00313,0.003073841364091791
0.00314,0.003083514011718009
0.00315,0.0030931858201388167
0.00316,0.0031028567900094686
0.00317,0.003112526921983148
0.00318,0.0031221962167109676
0.00319,0.0031318646748420107
0.0032,0.0031415322970233172
0.00321,0.0031511990838999134
0.00322,0.003160865036114811
0.00323,0.0031705301543090334
0.00324,0.0031801944391216196
0.00325,0.003189857891189631
0.00326,0.003199520511148185
0.00327,0.0032091822996304334
0.00328,0.0032188432572676107
0.00329,0.003228503384689021
0.0033,0.0032381626825220464
0.00331,0.0032478211513921875
0.00332,0.003257478791923046
0.00333,0.003267135604736344
0.00334,0.0032767915904519476
0.00335,0.003286446749687853
0.00336,0.003296101083060224
0.00337,0.003305754591183387
0.00338,0.003315407274669846
0.00339,0.003325059134130297
0.0034,0.003334710170173628
0.00341,0.0033443603834069384
0.00342,0.0033540097744355537
0.00343,0.0033636583438630234
0.00344,0.0033733060922911348
0.00345,0.0033829530203199334
0.00346,0.0033925991285477207
0.00347,0.0034022444175710698
0.00348,0.0034118888879848333
0.00349,0.003421532540382155
0.0035,0.003431175375354482
0.00351,0.0034408173934915593
0.00352,0.003450458595381467
0.00353,0.0034600989816106027
0.00354,0.0034697385527637085
0.00355,0.0034793773094238707
0.00356,0.0034890152521725288
0.00357,0.0034986523815894953
0.00358,0.00350828869825295
0.00359,0.003517924202739469
0.0036,0.003527558895624004
0.00361,0.0035371927774799253
0.00362,0.003546825848878997
0.00363,0.0035564581103914197
0.00364,0.003566089562585809
0.00365,0.0035757202060292203
0.00366,0.0035853500412871588
0.00367,0.003594979068923574
0.00368,0.003604607289500883
0.00369,0.003614234703579975
0.0037,0.003623861311720215
0.00371,0.0036334871144794484
0.00372,0.0036431121124140247
0.00373,0.0036527363060787866
0.00374,0.003662359696027102
0.00375,0.003671982282810837
0.00376,0.0036816040669804
0.00377,0.0036912250490847313
0.00378,0.0037008452296713
0.00379,0.0037104646092861386
0.0038,0.0037200831884738363
0.00381,0.0037297009677775324
0.00382,0.003739317947738958
0.00383,0.0037489341288984126
0.00384,0.0037585495117947744
0.00385,0.0037681640969655346
0.00386,0.0037777778849467703
0.00387,0.003787390876273177
0.00388,0.0037970030714780576
0.00389,0.0038066144710933447
0.0039,0.0038162250756495937
0.00391,0.003825834885676005
0.00392,0.003835443901700412
0.00393,0.0038450521242493155
0.00394,0.0038546595538478516
0.00395,0.0038642661910198326
0.00396,0.0038738720362877484
0.00397,0.00388347709017275
0.00398,0.003893081353194686
0.00399,0.0039026848258720877
0.004,0.003912287508722189
0.00401,0.003921889402260921
0.00402,0.003931490507002932
0.00403,0.00394109082346158
0.00404,0.0039506903521489495
0.00405,0.003960289093575852
0.00406,0.003969887048251836
0.00407,0.003979484216685188
0.00408,0.003989080599382948
0.00409,0.0039986761968509015
0.0041,0.004008271009593607
0.00411,0.004017865038114366
0.00412,0.0040274582829152765
0.00413,0.004037050744497197
0.00414,0.004046642423359775
0.00415,0.004056233320001453
0.00416,0.00406582343491945
0.00417,0.00407541276860981
